taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_families.report,W133-25PVC-2-17_kraken2_bracken_families.report,W132-25PVC-1-17_kraken2_bracken_families.report,W131-25PET-3-17_kraken2_bracken_families.report,W130-25PET-2-17_kraken2_bracken_families.report,W129-25PET-1-17_kraken2_bracken_families.report,W128-25PE0.6-3-17_kraken2_bracken_families.report,W127-25PE0.6-2-17_kraken2_bracken_families.report,W126-25PE0.6-1-17_kraken2_bracken_families.report,W125-25S-3-17_kraken2_bracken_families.report,W124-25S-2-17_kraken2_bracken_families.report,W123-25S-1-17_kraken2_bracken_families.report,Q66-25S-3-0_kraken2_bracken_families.report,Q65-25S-2-0_kraken2_bracken_families.report,Q64-25S-1-0_kraken2_bracken_families.report,Q63-25PVC-3-11_kraken2_bracken_families.report,Q62-25PVC-2-11_kraken2_bracken_families.report,Q61-25PVC-1-11_kraken2_bracken_families.report,Q60-25PET-3-11_kraken2_bracken_families.report,Q59-25PET-2-11_kraken2_bracken_families.report,Q58-25PET-1-11_kraken2_bracken_families.report,Q57-25PE0.6-3-11_kraken2_bracken_families.report,Q56-25PE0.6-2-11_kraken2_bracken_families.report,Q55-25PE0.6-1-11_kraken2_bracken_families.report,Q54-25S-3-11_kraken2_bracken_families.report,Q53-25S-2-11_kraken2_bracken_families.report,Q52-25S-1-11_kraken2_bracken_families.report,Q51-25PVC-3-3_kraken2_bracken_families.report,Q50-25PVC-2-3_kraken2_bracken_families.report,Q49-25PVC-1-3_kraken2_bracken_families.report,Q48-25PET-3-3_kraken2_bracken_families.report,Q47-25PET-2-3_kraken2_bracken_families.report,Q46-25PET-1-3_kraken2_bracken_families.report,Q45-25PE0.6-3-3_kraken2_bracken_families.report,Q44-25PE0.6-2-3_kraken2_bracken_families.report,Q43-25PE0.6-1-3_kraken2_bracken_families.report,Q42-25S-3-3_kraken2_bracken_families.report,Q41-25S-2-3_kraken2_bracken_families.report,Q40-25S-1-3_kraken2_bracken_families.report,Q34-25PE0.1-2-11_kraken2_bracken_families.report,Q33-25PE0.1-1-11_kraken2_bracken_families.report,Q32-25PE0.1-2-3_kraken2_bracken_families.report,Q31-25PE0.1-1-3_kraken2_bracken_families.report
F,1676141,              Wenzhouxiangellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,1676648,          Limnochordia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O,1676649,            Limnochordales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
F,1676650,              Limnochordaceae,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,0.0,,,,0.0
O,1692040,            Acidiferrobacterales,0.15,0.3,0.26,0.54,0.72,0.7,1.02,0.69,0.36,0.67,0.9,0.88,2.04,2.01,2.12,0.06,0.03,0.06,0.25,0.2,0.07,0.21,0.16,0.08,0.26,0.3,0.22,0.19,0.21,0.31,0.49,0.18,0.36,0.4,0.42,0.41,0.66,0.62,0.71,0.16,0.31,0.15,0.63
F,1692041,              Acidiferrobacteraceae,0.15,0.3,0.26,0.54,0.72,0.7,1.02,0.69,0.36,0.67,0.9,0.88,2.04,2.01,2.12,0.06,0.03,0.06,0.25,0.2,0.07,0.21,0.16,0.08,0.26,0.3,0.22,0.19,0.21,0.31,0.49,0.18,0.36,0.4,0.42,0.41,0.66,0.62,0.71,0.16,0.31,0.15,0.63
O,1706369,            Cellvibrionales,0.0,0.0,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.02,0.02
F,1706371,              Cellvibrionaceae,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1706372,              Halieaceae,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.01,0.02,0.02
F,1706373,              Microbulbiferaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1706375,              Spongiibacteraceae,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0
C,1737404,          Tissierellia,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
O,1737405,            Tissierellales,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,
F,1737406,              Tissierellaceae,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,
F,1738654,              Woeseiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,1747768,            Egibacterales,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
F,1747769,              Egibacteraceae,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
P,1752724,              Minisyncoccota,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,1755823,            Egicoccales,0.0,0.68,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1755824,              Egicoccaceae,0.0,0.68,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1755828,                  Ichthyobacteriaceae,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
F,1763524,                Isosphaeraceae,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.03,0.02,0.04,0.05,0.04,0.09,0.05,0.04,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.01,0.03
O,1769716,            Mesoaciditogales,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,1769717,              Mesoaciditogaceae,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,1771349,              Tepidisphaerales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1771355,                Tepidisphaeraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,1775403,            Nevskiales,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.06,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.08,0.12,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,1775411,              Rhodanobacteraceae,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.04,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.03
F,1777752,              Candidatus Paracaedibacteraceae,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,
O,1779134,          Bradymonadales,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1779135,            Bradymonadaceae,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R4,1783234,        Bacteria candidate phyla,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,0.0,0.0
K1,1783257,        PVC group,0.25,0.32,0.31,0.22,0.27,0.27,0.3,0.26,0.22,0.33,0.35,0.34,0.69,0.69,0.67,0.13,0.13,0.14,0.18,0.2,0.16,0.17,0.17,0.14,0.22,0.24,0.2,0.13,0.12,0.16,0.23,0.21,0.25,0.22,0.24,0.23,0.26,0.27,0.28,0.19,0.19,0.2,0.22
K1,1783270,        FCB group,1.71,1.96,2.26,2.6,2.9,2.77,1.59,1.71,2.37,2.63,2.31,2.36,3.31,3.11,2.9,1.41,1.86,1.74,2.62,3.02,3.36,1.57,1.56,1.92,1.57,1.61,1.86,10.8,12.55,10.93,7.12,5.87,4.29,3.07,2.95,2.35,2.03,2.05,1.94,1.53,1.44,4.78,4.05
K,1783272,      Bacillati,7.77,9.86,10.44,6.46,5.85,5.84,7.65,6.5,4.95,7.42,7.58,7.91,15.65,15.07,14.29,7.52,6.21,7.98,5.19,4.26,3.19,3.87,3.52,2.93,4.33,4.4,4.03,14.53,13.66,15.88,6.46,4.34,4.77,5.1,4.81,5.07,5.66,5.54,5.59,4.57,4.94,5.89,6.67
R5,1783273,          Patescibacteria group,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
K,1783275,      Thermoproteati,0.05,0.07,0.07,0.11,0.18,0.13,0.15,0.12,0.08,0.14,0.14,0.14,0.11,0.12,0.13,0.01,0.01,0.01,0.03,0.04,0.02,0.04,0.03,0.02,0.04,0.05,0.03,0.01,0.01,0.02,0.04,0.01,0.03,0.03,0.04,0.02,0.04,0.04,0.04,0.03,0.05,0.02,0.04
F,1783343,              Endomicrobiaceae,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
O,1783344,            Endomicrobiales,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
R6,1794810,            Microgenomates group,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
K1,1798711,        Cyanobacteriota/Melainabacteria group,0.09,0.08,0.11,0.15,0.2,0.2,0.16,0.19,0.21,0.31,0.28,0.28,0.64,0.67,0.67,0.06,0.06,0.06,0.13,0.14,0.14,0.14,0.14,0.14,0.19,0.19,0.18,0.06,0.06,0.08,0.23,0.11,0.14,0.15,0.16,0.15,0.19,0.19,0.2,0.13,0.13,0.17,0.14
K1,1802340,        Nitrospinota/Tectimicrobiota group,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,0.0,,,,,,
C,1804991,            Longimicrobiia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,1807140,          Acidithiobacillia,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
F,1813606,                  Balneolaceae,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,
C,1813735,          Vicinamibacteria,0.24,0.25,0.27,0.23,0.23,0.23,0.29,0.26,0.24,0.37,0.37,0.37,0.29,0.29,0.28,0.15,0.18,0.2,0.16,0.22,0.19,0.2,0.21,0.19,0.25,0.25,0.26,0.05,0.04,0.06,0.12,0.09,0.11,0.14,0.13,0.15,0.19,0.19,0.19,0.27,0.27,0.11,0.16
O,1843489,            Veillonellales,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,,,0.0
F,1843490,              Sporomusaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1843491,              Selenomonadaceae,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
P,1853220,            Rhodothermota,0.05,0.05,0.03,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,1853221,              Balneolia,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,
C,1853222,              Rhodothermia,0.05,0.05,0.03,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,1853223,                Balneolales,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,
O,1853224,                Rhodothermales,0.05,0.05,0.03,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1853225,                  Salinibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1853227,                  Rubricoccaceae,0.03,0.03,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,1853228,              Chitinophagia,0.15,0.17,0.21,0.65,0.63,0.61,0.37,0.42,0.46,0.53,0.46,0.5,0.13,0.14,0.13,0.12,0.15,0.14,0.69,0.99,1.1,0.5,0.5,0.55,0.57,0.51,0.46,0.05,0.07,0.07,0.45,0.63,0.65,0.49,0.57,0.54,0.52,0.51,0.52,0.42,0.37,0.41,0.31
O,1853229,                Chitinophagales,0.15,0.17,0.21,0.65,0.63,0.61,0.37,0.42,0.46,0.53,0.46,0.5,0.13,0.14,0.13,0.12,0.15,0.14,0.69,0.99,1.1,0.5,0.5,0.55,0.57,0.51,0.46,0.05,0.07,0.07,0.45,0.63,0.65,0.49,0.57,0.54,0.52,0.51,0.52,0.42,0.37,0.41,0.31
F,1853230,                  Crocinitomicaceae,0.04,0.02,0.05,0.01,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1853231,                  Odoribacteraceae,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,,0.0,0.0,,
F,1853232,                  Hymenobacteraceae,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01
F,1853234,                  Persicobacteraceae,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,
F,1890422,                Gloeobacteraceae,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
O,1890424,              Synechococcales,0.05,0.05,0.07,0.06,0.08,0.08,0.07,0.09,0.1,0.16,0.13,0.13,0.4,0.41,0.41,0.04,0.04,0.04,0.07,0.07,0.07,0.08,0.08,0.08,0.11,0.11,0.11,0.04,0.04,0.05,0.07,0.06,0.08,0.09,0.09,0.09,0.11,0.11,0.11,0.08,0.08,0.07,0.08
F,1890426,                Synechococcaceae,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.05,0.07,0.06,0.06,0.17,0.18,0.17,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.03,0.05,0.05,0.05,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.03,0.04
F,1890428,                Merismopediaceae,,,,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,
F,1890429,                Acaryochloridaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
F,1890431,                Chamaesiphonaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0
F,1890436,                Pseudanabaenaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1890438,                Leptolyngbyaceae,0.03,0.03,0.03,0.08,0.09,0.09,0.07,0.07,0.07,0.1,0.11,0.1,0.13,0.14,0.14,0.01,0.01,0.01,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.03
F,1890449,                  Microcystaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0
F,1890450,                  Aphanothecaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1890464,                  Chroococcaceae,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,
F,1890498,                Dermocarpellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1890500,                Hyellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,1890505,              Chroococcidiopsidales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1890528,                Chroococcidiopsidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1892251,                Coleofasciculaceae,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.05,0.0
F,1892252,                  Microcoleaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1892254,                  Oscillatoriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1892255,                Gomontiellaceae,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,0.0,,0.0
F,1892259,                Aphanizomenonaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,1892261,                Chlorogloeopsidaceae,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
