taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_species.report,W133-25PVC-2-17_kraken2_bracken_species.report,W132-25PVC-1-17_kraken2_bracken_species.report,W131-25PET-3-17_kraken2_bracken_species.report,W130-25PET-2-17_kraken2_bracken_species.report,W129-25PET-1-17_kraken2_bracken_species.report,W128-25PE0.6-3-17_kraken2_bracken_species.report,W127-25PE0.6-2-17_kraken2_bracken_species.report,W126-25PE0.6-1-17_kraken2_bracken_species.report,W125-25S-3-17_kraken2_bracken_species.report,W124-25S-2-17_kraken2_bracken_species.report,W123-25S-1-17_kraken2_bracken_species.report,Q66-25S-3-0_kraken2_bracken_species.report,Q65-25S-2-0_kraken2_bracken_species.report,Q64-25S-1-0_kraken2_bracken_species.report,Q63-25PVC-3-11_kraken2_bracken_species.report,Q62-25PVC-2-11_kraken2_bracken_species.report,Q61-25PVC-1-11_kraken2_bracken_species.report,Q60-25PET-3-11_kraken2_bracken_species.report,Q59-25PET-2-11_kraken2_bracken_species.report,Q58-25PET-1-11_kraken2_bracken_species.report,Q57-25PE0.6-3-11_kraken2_bracken_species.report,Q56-25PE0.6-2-11_kraken2_bracken_species.report,Q55-25PE0.6-1-11_kraken2_bracken_species.report,Q54-25S-3-11_kraken2_bracken_species.report,Q53-25S-2-11_kraken2_bracken_species.report,Q52-25S-1-11_kraken2_bracken_species.report,Q51-25PVC-3-3_kraken2_bracken_species.report,Q50-25PVC-2-3_kraken2_bracken_species.report,Q49-25PVC-1-3_kraken2_bracken_species.report,Q48-25PET-3-3_kraken2_bracken_species.report,Q47-25PET-2-3_kraken2_bracken_species.report,Q46-25PET-1-3_kraken2_bracken_species.report,Q45-25PE0.6-3-3_kraken2_bracken_species.report,Q44-25PE0.6-2-3_kraken2_bracken_species.report,Q43-25PE0.6-1-3_kraken2_bracken_species.report,Q42-25S-3-3_kraken2_bracken_species.report,Q41-25S-2-3_kraken2_bracken_species.report,Q40-25S-1-3_kraken2_bracken_species.report,Q34-25PE0.1-2-11_kraken2_bracken_species.report,Q33-25PE0.1-1-11_kraken2_bracken_species.report,Q32-25PE0.1-2-3_kraken2_bracken_species.report,Q31-25PE0.1-1-3_kraken2_bracken_species.report
S,2613773,                      Sinorhizobium sp. BG8,,,,12.0,,,,20.0,,,,,49.0,34.0,,6.0,,,,,,18.0,11.0,,,13.0,,,,13.0,18.0,,,38.0,,20.0,,19.0,34.0,,27.0,9.0,25.0
G1,2613784,                  unclassified Burkholderia,75.0,91.0,,120.0,29.0,363.0,181.0,21.0,105.0,62.0,75.0,87.0,409.0,222.0,84.0,17.0,8.0,9.0,,41.0,49.0,23.0,31.0,17.0,70.0,44.0,16.0,50.0,34.0,40.0,21.0,89.0,55.0,78.0,146.0,71.0,72.0,124.0,181.0,79.0,48.0,72.0,114.0
G1,2613839,                  unclassified Delftia,79.0,359.0,263.0,525.0,508.0,611.0,1149.0,936.0,646.0,1157.0,1140.0,1122.0,1942.0,1370.0,1365.0,51.0,67.0,16854.0,203.0,409.0,19902.0,25344.0,508.0,337.0,21223.0,736.0,820.0,4345.0,4298.0,266.0,33692.0,502.0,31455.0,31340.0,721.0,32165.0,804.0,39567.0,28562.0,326.0,402.0,22773.0,909.0
G1,2613841,                  unclassified Wenzhouxiangella,,,4.0,,,,15.0,,4.0,,8.0,,11.0,15.0,,,,,,,,7.0,,,4.0,4.0,,6.0,2.0,,15.0,,7.0,8.0,5.0,7.0,12.0,12.0,8.0,,4.0,4.0,
G1,2613923,                  unclassified Hungatella,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,40.0,
S,2613965,                  Pseudooceanicola spongiae,17.0,14.0,6.0,,10.0,7.0,8.0,7.0,9.0,11.0,12.0,8.0,18.0,,,12.0,16.0,6.0,6.0,7.0,18.0,9.0,,6.0,11.0,23.0,14.0,6.0,14.0,10.0,12.0,12.0,22.0,,,10.0,11.0,12.0,,10.0,10.0,16.0,6.0
G1,2614124,                  unclassified Brevibacterium,12.0,20.0,,,,173.0,,,56.0,,,,15.0,40.0,,,,,,,,34.0,,,,,38.0,17.0,18.0,34.0,,,,,,,75.0,,,,,22.0,
G1,2614128,                  unclassified Clostridium,24.0,16.0,17.0,,,,,8.0,,,11.0,,129.0,15.0,14.0,,12.0,11.0,,13.0,8.0,25.0,18.0,8.0,9.0,20.0,19.0,7.0,17.0,,,12.0,9.0,,23.0,8.0,,33.0,23.0,10.0,14.0,,12.0
S,2614441,                        Flavobacterium sp. LPB0248,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,16.0,7.0,11.0,,,,,,,,,,,,
S,2614442,                    Pseudomonas sp. LPB0260,,6.0,,,,,,,,17.0,,,,,,6.0,11.0,4.0,8.0,,,,,,,,,12.0,26.0,19.0,,,9.0,,10.0,,,,,,,12.0,
S,2614538,                    Pseudomonas piscis,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1,2614637,                  unclassified Desulfuromonas,12.0,16.0,10.0,71.0,27.0,93.0,88.0,103.0,38.0,35.0,36.0,69.0,259.0,177.0,143.0,,7.0,7.0,84.0,50.0,68.0,70.0,44.0,16.0,42.0,86.0,83.0,15.0,25.0,20.0,47.0,47.0,59.0,93.0,56.0,25.0,66.0,78.0,56.0,53.0,54.0,31.0,86.0
S,2614638,                  Microbacterium caowuchunii,,,,,,,7.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,
G1,2614687,                  unclassified Microbispora,15.0,,13.0,,,,,,18.0,48.0,24.0,,44.0,58.0,49.0,,,,,,,34.0,19.0,,,44.0,17.0,12.0,23.0,,,,13.0,,19.0,,52.0,,,,,,
G1,2614692,                  unclassified Nitrincola,,5.0,,,,,21.0,15.0,,,,11.0,20.0,10.0,11.0,,,,,6.0,,7.0,,19.0,,,,,,3.0,,,,6.0,,,,,,7.0,,,
S,2614693,                  Nitrincola iocasae,,,,,,,,,122.0,,,,,,,,,,,,,,49.0,58.0,,,,,,,,,,47.0,,,,,,,,,
G1,2614800,                  unclassified Acidithiobacillus,2.0,5.0,,,,5.0,6.0,,,2.0,,,11.0,,9.0,,,,,,,,,,,2.0,,,,,2.0,,3.0,,,,,3.0,3.0,,,2.0,41.0
S,2614801,                    Acidithiobacillus sp. 'AMD consortium',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
G1,2614803,                      unclassified Tamlana,,,,,,,,34.0,67.0,,50.0,35.0,,,,,,,,,194.0,,,,71.0,,84.0,,12.0,,,,,,,29.0,,,,,,,
G1,2614829,                  unclassified Idiomarina,,,,,,,,,,114.0,,,130.0,,142.0,,,9.0,,,,33.0,,,,38.0,,,5.0,,,,,,,,,,,,,,61.0
G1,2614904,                  unclassified Pseudooceanicola,31.0,54.0,55.0,16.0,8.0,25.0,19.0,22.0,,43.0,,26.0,18.0,,,32.0,40.0,21.0,37.0,25.0,29.0,39.0,34.0,8.0,16.0,20.0,16.0,11.0,13.0,19.0,,7.0,18.0,8.0,35.0,20.0,21.0,13.0,13.0,33.0,24.0,19.0,23.0
G1,2614906,                  unclassified Leisingera,43.0,30.0,40.0,114.0,92.0,,18.0,20.0,28.0,36.0,29.0,,21.0,,,28.0,43.0,24.0,61.0,58.0,,33.0,21.0,21.0,,26.0,15.0,18.0,35.0,22.0,13.0,15.0,24.0,42.0,,45.0,,15.0,21.0,23.0,47.0,51.0,23.0
G1,2614913,                  unclassified Roseovarius,98.0,344.0,272.0,220.0,249.0,252.0,330.0,183.0,208.0,283.0,69.0,23.0,323.0,202.0,14.0,57.0,169.0,368.0,137.0,298.0,213.0,356.0,90.0,166.0,44.0,189.0,17.0,36.0,247.0,407.0,133.0,416.0,57.0,276.0,158.0,16.0,65.0,14.0,153.0,455.0,216.0,457.0,633.0
G1,2614920,                  unclassified Palleronia,55.0,79.0,72.0,37.0,51.0,51.0,35.0,27.0,29.0,43.0,42.0,36.0,15.0,29.0,39.0,65.0,72.0,80.0,54.0,38.0,32.0,68.0,54.0,16.0,46.0,58.0,44.0,33.0,19.0,39.0,43.0,47.0,23.0,36.0,66.0,16.0,27.0,23.0,20.0,63.0,79.0,93.0,37.0
G1,2614927,                  unclassified Litorimonas,,,13.0,,,,,,,,,,,,,,15.0,,,7.0,,10.0,,,,,,9.0,,,5.0,,,,,,,,,,,,
G1,2614931,                  unclassified Hoeflea,654.0,972.0,846.0,1683.0,1795.0,2039.0,2603.0,2463.0,2087.0,3206.0,2076.0,2309.0,1542.0,596.0,1564.0,745.0,796.0,1073.0,2361.0,1823.0,2097.0,2443.0,2265.0,1842.0,2030.0,2317.0,2876.0,332.0,422.0,675.0,1533.0,1505.0,1837.0,1627.0,1734.0,1970.0,1879.0,1858.0,1845.0,1998.0,2594.0,2169.0,1718.0
G1,2614933,                  unclassified Anderseniella,,3.0,,3.0,,4.0,,,,,6.0,9.0,26.0,15.0,,,,3.0,3.0,,,11.0,3.0,,5.0,5.0,3.0,,,,3.0,,7.0,,,,4.0,,6.0,8.0,3.0,,
G1,2614943,                  unclassified Sphingopyxis,99155.0,87473.0,93513.0,84886.0,65194.0,71160.0,59385.0,68509.0,72981.0,61781.0,52395.0,53068.0,8079.0,6275.0,7269.0,191514.0,173064.0,188050.0,118537.0,89880.0,117966.0,123216.0,103194.0,110353.0,86150.0,91066.0,93922.0,283618.0,292782.0,231339.0,117854.0,147982.0,124761.0,131628.0,117017.0,107282.0,87180.0,88720.0,82683.0,110002.0,106893.0,163157.0,111116.0
G1,2614945,                  unclassified Altererythrobacter,233512.0,187032.0,195982.0,51727.0,42851.0,45419.0,105555.0,112802.0,150504.0,129679.0,107032.0,102831.0,2746.0,2879.0,2456.0,286751.0,308636.0,299379.0,106039.0,72794.0,94062.0,182465.0,155664.0,173652.0,149323.0,164652.0,182898.0,110940.0,131762.0,106949.0,90840.0,130337.0,115536.0,109629.0,104467.0,100472.0,81011.0,78863.0,74243.0,176038.0,162334.0,140876.0,85189.0
G1,2614947,                  unclassified Sphingorhabdus,18114.0,16915.0,17926.0,13613.0,11960.0,12689.0,9695.0,11155.0,10353.0,8240.0,6920.0,6777.0,733.0,698.0,821.0,23358.0,25503.0,25444.0,17340.0,15504.0,18380.0,18046.0,14937.0,14694.0,11971.0,13426.0,13556.0,18451.0,21708.0,20278.0,15694.0,17834.0,15983.0,17259.0,15612.0,14358.0,14003.0,14212.0,12975.0,15667.0,15657.0,20246.0,17020.0
G1,2614957,                  unclassified Psychromonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,16.0,,,,,,,
G1,2614977,                  unclassified Vibrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,2.0,2.0,,,,,,,,,,,,,
G1,2614992,                    unclassified Alteromonas,,26.0,,6.0,350.0,,,201.0,,272.0,,10.0,,12.0,,,,,,150.0,,7.0,130.0,156.0,10.0,,,,,,,55.0,,16.0,77.0,,,,,,,,13.0
G1,2615009,                      unclassified Algibacter,,,,20.0,38.0,,,,,47.0,40.0,61.0,,,,,,,,,,,18.0,,14.0,,65.0,9.0,,,8.0,,,,,,,,,,,,
G1,2615011,                      unclassified Psychroserpens,,,26.0,289.0,,,61.0,79.0,212.0,,76.0,80.0,,,,,,,156.0,140.0,204.0,105.0,,,,,132.0,,,12.0,,,47.0,,,,,,,92.0,123.0,,
G1,2615017,                      unclassified Flaviramulus,,,,,90.0,,,,20.0,,,,,,,,,,,35.0,68.0,,,,,,,,,,,,,8.0,,,,,,,,,6.0
G1,2615019,                      unclassified Olleya,,,,,,,,,,,,,,,,,,,56.0,52.0,149.0,,,,,,25.0,,5.0,,,,,,,,74.0,,22.0,,,,
G1,2615021,                      unclassified Winogradskyella,,14.0,,33.0,96.0,101.0,72.0,127.0,150.0,196.0,119.0,266.0,22.0,,,,,,18.0,,80.0,28.0,37.0,41.0,56.0,132.0,20.0,32.0,22.0,31.0,42.0,,12.0,11.0,51.0,,,,14.0,71.0,26.0,17.0,
G1,2615027,                      unclassified Christiangramia,,,48.0,,,,,,,,,,,,,,,35.0,,,,6.0,,,,,,,,4.0,,,,,,,,,,,,,
G1,2615029,                      unclassified Leeuwenhoekiella,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,4.0,,,,,,,,,,,,,
G1,2615033,                      unclassified Dokdonia,,,,,,,,,11.0,46.0,19.0,30.0,,,,,,,,,,,10.0,8.0,,,,,,,,,,,,,35.0,,,,,,
G1,2615035,                      unclassified Nonlabens,,,,,,,,,,,,,,,,,,5.0,,,14.0,,21.0,,,10.0,,,2.0,,,15.0,,,15.0,,8.0,,14.0,,,,
G1,2615042,                      unclassified Maribacter,,,,26.0,,,,,,27.0,,,,,,,7.0,,,,,,6.0,,,,,7.0,,4.0,,,14.0,9.0,,,,,,,,,
G1,2615049,                      unclassified Allomuricauda,2.0,,,,,,,,18.0,,,12.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,11.0,11.0,,
G1,2615065,                  unclassified Agrococcus,2478.0,3023.0,2795.0,1022.0,507.0,435.0,757.0,432.0,292.0,249.0,181.0,162.0,855.0,584.0,457.0,3994.0,3136.0,3583.0,1017.0,506.0,288.0,441.0,288.0,155.0,174.0,134.0,235.0,9515.0,10023.0,8033.0,1406.0,688.0,581.0,770.0,366.0,328.0,330.0,220.0,248.0,856.0,874.0,1743.0,1504.0
G1,2615069,                  unclassified Nocardioides,228465.0,257657.0,258643.0,143925.0,110120.0,117731.0,171961.0,138980.0,94731.0,107219.0,100912.0,106655.0,160975.0,140178.0,138119.0,339278.0,253659.0,339949.0,145844.0,93847.0,73573.0,106592.0,81821.0,66830.0,76933.0,82294.0,83355.0,741200.0,753051.0,758207.0,202435.0,156528.0,146536.0,149811.0,126228.0,119462.0,114949.0,107130.0,103131.0,115013.0,125704.0,214416.0,189595.0
G1,2615080,                  unclassified Ornithinimicrobium,14.0,30.0,33.0,23.0,,,,,,23.0,34.0,15.0,,112.0,21.0,31.0,27.0,10.0,,,,,,,,21.0,27.0,62.0,45.0,29.0,25.0,,10.0,13.0,9.0,,37.0,15.0,,23.0,,14.0,13.0
G1,2615126,                  unclassified Starkeya,20.0,14.0,17.0,24.0,28.0,48.0,34.0,35.0,11.0,44.0,21.0,28.0,144.0,117.0,136.0,7.0,11.0,8.0,13.0,7.0,11.0,127.0,16.0,15.0,22.0,32.0,29.0,11.0,48.0,16.0,24.0,12.0,34.0,32.0,43.0,26.0,34.0,26.0,,20.0,33.0,27.0,19.0
G1,2615202,                      unclassified Hymenobacter,,137.0,71.0,112.0,132.0,126.0,144.0,64.0,17.0,78.0,84.0,84.0,662.0,282.0,521.0,,,93.0,75.0,47.0,,139.0,74.0,57.0,48.0,108.0,28.0,,85.0,81.0,159.0,250.0,139.0,208.0,165.0,151.0,142.0,88.0,82.0,,96.0,184.0,251.0
G1,2615204,                  unclassified Paraburkholderia,16.0,19.0,17.0,87.0,11.0,42.0,96.0,63.0,50.0,565.0,30.0,,123.0,104.0,94.0,46.0,15.0,32.0,10.0,83.0,32.0,111.0,118.0,12.0,38.0,18.0,16.0,76.0,15.0,90.0,120.0,164.0,56.0,119.0,40.0,24.0,132.0,241.0,106.0,20.0,210.0,65.0,21.0
G1,2615206,                  unclassified Aureimonas,112.0,176.0,36.0,7.0,24.0,17.0,56.0,190.0,239.0,341.0,295.0,34.0,35.0,428.0,75.0,234.0,28.0,37.0,230.0,35.0,28.0,151.0,140.0,25.0,15.0,134.0,26.0,28.0,44.0,47.0,222.0,257.0,223.0,51.0,49.0,81.0,218.0,147.0,277.0,25.0,42.0,65.0,85.0
G1,2615210,                  unclassified Methylobacterium,21.0,36.0,42.0,46.0,77.0,36.0,44.0,18.0,15.0,56.0,21.0,42.0,90.0,84.0,35.0,24.0,30.0,21.0,33.0,50.0,45.0,64.0,52.0,32.0,60.0,93.0,52.0,6.0,9.0,33.0,129.0,55.0,39.0,30.0,16.0,31.0,27.0,22.0,75.0,56.0,56.0,66.0,54.0
S,2615214,                  Burkholderia perseverans,,,9.0,,,,28.0,25.0,16.0,,,,23.0,47.0,,,,,,,,12.0,12.0,,,12.0,,,6.0,10.0,,,,,,,,21.0,,,,,
G1,2617492,                  unclassified Roseomonas,535.0,10.0,16.0,6.0,11.0,10.0,22.0,11.0,6.0,20.0,18.0,16.0,35.0,35.0,16.0,,,6.0,5.0,5.0,494.0,7.0,3.0,6.0,13.0,16.0,,6.0,4.0,407.0,421.0,10.0,14.0,418.0,4.0,11.0,14.0,4.0,14.0,4.0,11.0,18.0,13.0
G1,2617503,                  unclassified Methyloceanibacter,,7.0,10.0,8.0,12.0,21.0,19.0,20.0,11.0,27.0,8.0,14.0,11.0,28.0,24.0,,,7.0,12.0,15.0,4.0,,8.0,,,10.0,9.0,19.0,8.0,13.0,12.0,14.0,7.0,13.0,,22.0,17.0,14.0,17.0,12.0,9.0,19.0,14.0
G1,2617509,                  unclassified Noviherbaspirillum,24.0,61.0,54.0,69.0,69.0,153.0,168.0,112.0,98.0,136.0,132.0,86.0,308.0,187.0,175.0,12.0,13.0,10.0,65.0,67.0,14.0,110.0,78.0,73.0,80.0,95.0,63.0,35.0,38.0,60.0,181.0,102.0,129.0,171.0,107.0,108.0,169.0,127.0,159.0,62.0,67.0,123.0,156.0
G1,2617518,                  unclassified Micromonospora,923.0,977.0,1145.0,1241.0,1126.0,1394.0,1592.0,1532.0,1741.0,2054.0,1414.0,2110.0,3458.0,2927.0,3632.0,972.0,727.0,923.0,1019.0,1137.0,1078.0,1700.0,1406.0,1427.0,2046.0,2116.0,2031.0,1295.0,1269.0,1310.0,1155.0,986.0,1253.0,1592.0,1374.0,1580.0,1608.0,1735.0,2037.0,1482.0,1473.0,1481.0,1529.0
G1,2617605,                  unclassified Ramlibacter,179.0,327.0,264.0,331.0,384.0,506.0,832.0,601.0,285.0,616.0,559.0,746.0,1308.0,1003.0,1000.0,69.0,59.0,120.0,278.0,168.0,135.0,275.0,190.0,146.0,369.0,310.0,318.0,207.0,240.0,334.0,507.0,241.0,422.0,429.0,398.0,413.0,541.0,541.0,606.0,184.0,202.0,335.0,678.0
G1,2617606,                  unclassified Castellaniella,12.0,11.0,,8.0,9.0,,23.0,10.0,,12.0,,13.0,18.0,,,6.0,4.0,8.0,,,,,,10.0,,,,,6.0,,14.0,6.0,7.0,7.0,20.0,,13.0,,9.0,,7.0,6.0,7.0
G1,2617746,                  unclassified Microvirga,122.0,188.0,128.0,107.0,80.0,136.0,181.0,158.0,103.0,263.0,176.0,251.0,574.0,609.0,497.0,92.0,90.0,110.0,55.0,43.0,38.0,49.0,51.0,63.0,91.0,159.0,130.0,530.0,581.0,516.0,110.0,80.0,134.0,56.0,91.0,93.0,140.0,161.0,175.0,73.0,78.0,79.0,133.0
G1,2617802,                      unclassified Mucilaginibacter,101.0,125.0,160.0,64.0,176.0,196.0,82.0,58.0,149.0,57.0,87.0,64.0,64.0,62.0,65.0,69.0,29.0,69.0,196.0,164.0,496.0,152.0,175.0,179.0,139.0,188.0,92.0,76.0,17.0,69.0,183.0,91.0,95.0,160.0,171.0,164.0,81.0,197.0,171.0,170.0,165.0,210.0,134.0
G1,2617939,                  unclassified Dietzia,,,,,13.0,,,,,,19.0,,,,,,,,,,,,,,,,,8.0,12.0,21.0,11.0,,7.0,,,,,,,,,8.0,8.0
G1,2617988,                      unclassified Aquiluna,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1,2617991,                  unclassified Magnetospirillum,234.0,421.0,267.0,356.0,430.0,445.0,434.0,630.0,364.0,356.0,505.0,521.0,397.0,558.0,412.0,,115.0,102.0,217.0,154.0,57.0,222.0,69.0,104.0,140.0,299.0,,307.0,110.0,570.0,487.0,258.0,391.0,338.0,142.0,254.0,367.0,421.0,299.0,136.0,264.0,109.0,450.0
G1,2618068,                  unclassified Halioglobus,12.0,,3.0,,8.0,,,6.0,12.0,17.0,11.0,,68.0,76.0,76.0,2.0,,4.0,5.0,4.0,,17.0,10.0,10.0,,5.0,6.0,8.0,18.0,8.0,7.0,22.0,23.0,17.0,18.0,5.0,20.0,25.0,20.0,,7.0,,12.0
G1,2618217,                  unclassified Herbiconiux,,,,,,,6.0,,,,9.0,,,,,,,,,4.0,8.0,,,,,,,3.0,9.0,,,,,,,6.0,,,,,,,22.0
G1,2618227,                  unclassified Marinibacterium,79.0,61.0,125.0,65.0,59.0,93.0,39.0,,45.0,56.0,55.0,32.0,39.0,58.0,64.0,80.0,65.0,39.0,47.0,34.0,65.0,71.0,49.0,35.0,28.0,72.0,66.0,69.0,51.0,100.0,79.0,46.0,33.0,77.0,49.0,64.0,34.0,47.0,29.0,88.0,95.0,41.0,72.0
G1,2618290,                  unclassified Sulfurospirillum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
G1,2618356,                  unclassified Amycolatopsis,31.0,30.0,34.0,35.0,34.0,46.0,56.0,93.0,24.0,68.0,,39.0,57.0,,81.0,27.0,,26.0,80.0,10.0,,15.0,,38.0,,73.0,,50.0,56.0,77.0,21.0,25.0,,58.0,56.0,52.0,43.0,,72.0,31.0,,52.0,44.0
G1,2618669,                  unclassified Methyloprofundus,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,6.0,,,,
G1,2618719,                  unclassified Knoellia,268.0,307.0,363.0,162.0,87.0,72.0,107.0,61.0,61.0,121.0,93.0,48.0,141.0,107.0,138.0,541.0,406.0,532.0,155.0,108.0,83.0,82.0,58.0,61.0,109.0,71.0,80.0,879.0,846.0,840.0,185.0,126.0,115.0,93.0,110.0,113.0,101.0,79.0,95.0,129.0,137.0,184.0,197.0
G1,2618732,                  unclassified Kordiimonas,4.0,3.0,,,2.0,2.0,,,,,5.0,,,,4.0,3.0,8.0,,,2.0,,5.0,,,,,3.0,4.0,6.0,6.0,7.0,3.0,6.0,,6.0,2.0,2.0,3.0,,,,,
G1,2618759,                  unclassified Mycobacteroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,8.0,,,,,
G1,2618799,                  unclassified Minwuia,9.0,12.0,18.0,19.0,15.0,12.0,23.0,16.0,16.0,26.0,9.0,24.0,34.0,50.0,37.0,5.0,8.0,6.0,15.0,16.0,14.0,,12.0,11.0,11.0,15.0,,14.0,5.0,25.0,15.0,6.0,15.0,12.0,15.0,12.0,12.0,14.0,13.0,18.0,17.0,6.0,19.0
G1,2618869,                  unclassified Haloimpatiens,,,,,,,,,,,,,,7.0,,,,,,,5.0,,,,6.0,,,,,,,,,,,,,,,,,,
G1,2618889,                  unclassified Methylococcus,93.0,119.0,104.0,94.0,132.0,264.0,692.0,344.0,195.0,350.0,606.0,386.0,1062.0,733.0,1308.0,47.0,28.0,38.0,171.0,25.0,5.0,289.0,93.0,8.0,102.0,185.0,80.0,60.0,48.0,79.0,130.0,9.0,193.0,193.0,183.0,128.0,344.0,114.0,113.0,180.0,30.0,37.0,245.0
G1,2618893,                  unclassified Celeribacter,,14.0,,7.0,,9.0,,,7.0,,,,,,,8.0,,,,7.0,,,8.0,,,,,5.0,,,,9.0,,7.0,,8.0,,,10.0,,7.0,,9.0
G1,2618931,                  unclassified Umezawaea,,,,16.0,,,,,,14.0,,,,,,8.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,21.0
G1,2618968,                  unclassified Nakamurella,,9.0,4.0,9.0,5.0,,5.0,6.0,,,,,23.0,,,2.0,,,9.0,,7.0,19.0,,,,,6.0,6.0,5.0,13.0,,,,7.0,5.0,,,12.0,,5.0,,9.0,19.0
G1,2619021,                  unclassified Oerskovia,,11.0,,24.0,,,15.0,,,,,44.0,24.0,25.0,38.0,12.0,,8.0,,,12.0,,14.0,18.0,,16.0,25.0,62.0,37.0,49.0,10.0,14.0,,10.0,,,,,,,18.0,9.0,
G1,2619029,                    unclassified Thermoleptolyngbya,276.0,,434.0,,333.0,360.0,257.0,339.0,400.0,731.0,529.0,430.0,535.0,1230.0,582.0,,637.0,339.0,216.0,,,277.0,279.0,280.0,330.0,876.0,547.0,244.0,370.0,338.0,,,,296.0,,291.0,,855.0,741.0,348.0,,450.0,369.0
G1,2619059,                    unclassified Thermaerobacter,,,,9.0,15.0,9.0,,,8.0,,,,23.0,14.0,15.0,,,,,,7.0,8.0,,,,9.0,8.0,,,12.0,,,9.0,,8.0,,,,,,,,
G1,2619116,                  unclassified Rhodoplanes,920.0,1711.0,1119.0,881.0,1220.0,1196.0,2364.0,1548.0,860.0,1578.0,2112.0,2150.0,3511.0,3260.0,2973.0,315.0,136.0,249.0,447.0,393.0,191.0,388.0,253.0,178.0,396.0,552.0,474.0,644.0,664.0,910.0,655.0,275.0,605.0,647.0,602.0,638.0,867.0,925.0,944.0,425.0,623.0,386.0,932.0
G1,2619133,                      unclassified Chitinophaga,30.0,85.0,12.0,119.0,125.0,53.0,79.0,102.0,46.0,149.0,161.0,125.0,23.0,52.0,37.0,49.0,44.0,39.0,55.0,104.0,185.0,120.0,82.0,65.0,121.0,76.0,55.0,64.0,7.0,9.0,148.0,207.0,216.0,99.0,110.0,161.0,93.0,101.0,127.0,57.0,68.0,255.0,48.0
G1,2619320,                  unclassified Pseudonocardia,73.0,65.0,56.0,52.0,62.0,53.0,59.0,79.0,57.0,74.0,69.0,98.0,222.0,144.0,134.0,46.0,38.0,26.0,61.0,38.0,29.0,68.0,64.0,57.0,77.0,61.0,54.0,73.0,62.0,69.0,39.0,14.0,55.0,63.0,52.0,49.0,97.0,114.0,84.0,55.0,74.0,63.0,82.0
G1,2619396,                  unclassified Blastococcus,616.0,1341.0,811.0,957.0,888.0,844.0,1642.0,872.0,397.0,671.0,803.0,784.0,1854.0,1649.0,1702.0,315.0,121.0,257.0,328.0,313.0,114.0,493.0,210.0,143.0,450.0,537.0,313.0,1185.0,1471.0,1578.0,736.0,246.0,464.0,668.0,494.0,435.0,748.0,765.0,793.0,284.0,804.0,213.0,1049.0
G1,2619399,                  unclassified Chitinibacter,,,,,,,,,,,,,,,,,,,18.0,,6.0,,,,,,,,13.0,,,,,,,,,,,,,,
G1,2619593,                  unclassified Jeongeupia,14.0,52.0,47.0,16.0,53.0,41.0,44.0,41.0,,18.0,27.0,33.0,109.0,56.0,74.0,7.0,,23.0,,,43.0,,48.0,,41.0,53.0,20.0,19.0,30.0,34.0,60.0,26.0,42.0,72.0,33.0,40.0,59.0,33.0,49.0,17.0,,32.0,62.0
G1,2619626,                    unclassified Calothrix,5.0,,5.0,,17.0,9.0,9.0,12.0,12.0,3.0,5.0,5.0,33.0,23.0,14.0,4.0,8.0,,9.0,7.0,5.0,8.0,4.0,,5.0,8.0,5.0,7.0,12.0,11.0,2.0,9.0,9.0,21.0,18.0,13.0,12.0,3.0,8.0,8.0,2.0,7.0,4.0
G1,2619652,                  unclassified Lysinibacter,,,4.0,9.0,4.0,4.0,23.0,,7.0,6.0,,9.0,35.0,24.0,37.0,,,,5.0,3.0,,3.0,,,,4.0,,,,,5.0,,,5.0,4.0,4.0,,4.0,4.0,,3.0,4.0,5.0
G1,2619657,                  unclassified Hydrocarboniphaga,6.0,14.0,28.0,35.0,36.0,24.0,106.0,64.0,101.0,49.0,60.0,78.0,67.0,58.0,37.0,3.0,6.0,9.0,28.0,49.0,34.0,68.0,22.0,44.0,67.0,66.0,54.0,23.0,24.0,29.0,66.0,28.0,63.0,50.0,45.0,51.0,39.0,69.0,50.0,70.0,63.0,48.0,49.0
